Date,Open,High,Low,Close,Volume
2021-07-30,14672.6796875,14728.7802734375,14615.849609375,14615.849609375,3645050000
2021-08-02,14681.0703125,14770.41015625,14665.669921875,14758.599609375,3746130000
2021-08-03,14761.2900390625,14762.599609375,14584.08984375,14713.990234375,4141370000
2021-08-04,14780.5302734375,14812.3701171875,14734.1201171875,14747.2099609375,4337330000
2021-08-05,14895.1201171875,14896.4697265625,14776.0302734375,14794.080078125,4107300000
2021-08-06,14835.759765625,14890.1796875,14788.58984375,14864.2197265625,4173090000
2021-08-09,14860.1796875,14883.8095703125,14802.6904296875,14855.759765625,4111640000
2021-08-10,14788.08984375,14894.6103515625,14754.48046875,14887.75,3991770000
2021-08-11,14765.1396484375,14842.5,14692.41015625,14834.3798828125,4002340000
2021-08-12,14816.259765625,14824.3095703125,14698.9404296875,14751.3603515625,4049000000
2021-08-13,14822.900390625,14850.6103515625,14797.2197265625,14825.0703125,4061070000
2021-08-16,14793.759765625,14794.6796875,14610.01953125,14771.5302734375,3973920000
2021-08-17,14656.1796875,14716.9501953125,14550.8798828125,14670.5595703125,4168880000
2021-08-18,14525.91015625,14697.25,14516.2998046875,14636.240234375,3841840000
2021-08-19,14541.7900390625,14610.759765625,14423.16015625,14423.16015625,4191490000
2021-08-20,14714.66015625,14722.16015625,14571.5302734375,14571.5302734375,3886340000
2021-08-23,14942.650390625,14963.4697265625,14776.98046875,14776.98046875,3906780000
2021-08-24,15019.7998046875,15034.8896484375,14965.5400390625,14978.1396484375,3809750000
2021-08-25,15041.8603515625,15059.4296875,15011.580078125,15039.0302734375,3654150000
2021-08-26,14945.8095703125,15059.6298828125,14939.5595703125,15025.169921875,3630900000
2021-08-27,15129.5,15144.48046875,14966.51953125,14969.76953125,4048610000
2021-08-30,15265.8896484375,15288.080078125,15165.1201171875,15165.9404296875,4061760000
2021-08-31,15259.240234375,15278.9599609375,15202.669921875,15262.8798828125,4188020000
2021-09-01,15309.3798828125,15379.5,15302.1103515625,15308.98046875,4271690000
2021-09-02,15331.1796875,15380.0703125,15285.349609375,15358.4697265625,4050510000
2021-09-03,15363.51953125,15375.5595703125,15283.669921875,15313.41015625,3706990000
2021-09-07,15374.330078125,15403.4404296875,15343.2802734375,15375.98046875,4014250000
2021-09-08,15286.6396484375,15360.349609375,15206.6103515625,15360.349609375,4131560000
2021-09-09,15248.25,15352.3798828125,15245.169921875,15296.0595703125,4031140000
2021-09-10,15115.490234375,15349.4697265625,15111.3095703125,15332.919921875,4587150000
2021-09-13,15105.580078125,15215.4404296875,15030.849609375,15211.4296875,4723370000
2021-09-14,15037.759765625,15181.1904296875,15008.2998046875,15168.4501953125,4593140000
2021-09-15,15161.5302734375,15174.3798828125,14984.6796875,15071.33984375,4465140000
2021-09-16,15181.919921875,15205.5,15047.1396484375,15120.08984375,3701500000
2021-09-17,15043.9697265625,15166.5595703125,14998.73046875,15163.3603515625,6709540000
2021-09-20,14713.900390625,14841.8203125,14530.0703125,14758.1396484375,4879490000
2021-09-21,14746.400390625,14847.0302734375,14696.4697265625,14803.3603515625,4083010000
2021-09-22,14896.849609375,14950.1201171875,14767.009765625,14800.58984375,4252490000
2021-09-23,15052.240234375,15085.4404296875,14932.509765625,14960.0,4196130000
2021-09-24,15047.7001953125,15067.5595703125,14946.5703125,14961.6103515625,3992150000
2021-09-27,14969.9697265625,15003.16015625,14864.9599609375,14954.1796875,4650790000
2021-09-28,14546.6796875,14817.740234375,14539.8798828125,14787.2099609375,4989510000
2021-09-29,14512.4404296875,14676.6201171875,14493.669921875,14614.8798828125,5294600000
2021-09-30,14448.580078125,14632.3603515625,14444.2998046875,14582.599609375,5950950000
2021-10-01,14566.7001953125,14606.8203125,14324.009765625,14494.9296875,4710720000
2021-10-04,14255.48046875,14499.740234375,14181.6904296875,14493.1201171875,4557110000
2021-10-05,14433.830078125,14508.650390625,14299.7802734375,14312.8603515625,4176390000
2021-10-06,14501.91015625,14509.5498046875,14259.0703125,14289.4501953125,4465910000
2021-10-07,14654.01953125,14755.7197265625,14615.1396484375,14631.7998046875,3984180000
